speaker_id,folder_id,file_id,file_name,extension,session,session_key,task,variant,textgrid_role,text,info_sex,info_age,info_l1_english,info_l1_other,info_l2_english_l1,info_l2_english_aoa,info_db_session,info_db_clipping,regex_like,regex_well,regex_so,hybrid_like,hybrid_well,hybrid_so,parsed_like,parsed_well,parsed_so,removed_like,removed_well,removed_so,regex_ambiguous_total,hybrid_ambiguous_total,removed_ambiguous_total,hybrid_occurrences_json
157,38657315488,227517551092,157C_annoyed.TextGrid,textgrid,C,157C,annoyed,,orthographic,Um the other day uh I talked to my roommate about something um first I said uh why did you tell my friend what I told you not to tell him and then he said I didn't tell him and then I said then how does he know? then he said I don't know. then I said well clearly you told him. and he said no I didn't. and I said uh you're lying and he said I'm not.,M,21,Y,Korean,NA,NA,C,pos_min_clip,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,"[{""start"": 251, ""end"": 255, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""tell"", ""hybrid_is_filler"": true}]"
157,38657315488,227517450046,157B_phonecall.TextGrid,textgrid,B,157B,phonecall,,orthographic,"Hello Hello Hey so, yeah I told you I'd be calling you m- m- No they can't like for a about two minutes, yeah yep yeah you can talk about whatever you want to sure if you want oh my goodness ah it's it's for like a study or what not yeah yeah are you ah, they should at the end I think. I think they're supposed to m- hm. I think they're supposed to. but so far I don't know no I'm in like a room by myself and um they can h- they can, they can't hear but I think yeah they can hear later on cause I'm recording right now basic um, not your part just my part. Like I have a separate Mike yes, very interesting. uh huh Uh, don't know about that one man. I I don't know Hey uh, are you just gonna be home all day? oh oh! trying to, just play some league. Probably uh like four thirty ish alright alright okay okay uh I don't know about that man, but uh alright well um, I think it's like two minutes exactly, so uh I'll yeah alright, alright m- hm thank you, thank you very much. Alright, bye",M,21,Y,Korean,NA,NA,B,OK,6,1,3,5,1,2,6,1,3,1,0,1,10,8,2,"[{""start"": 16, ""end"": 18, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""ROOT"", ""head_lemma"": ""so"", ""hybrid_is_filler"": true}, {""start"": 75, ""end"": 79, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head_lemma"": ""like"", ""hybrid_is_filler"": false}, {""start"": 208, ""end"": 212, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 355, ""end"": 357, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""far"", ""hybrid_is_filler"": false}, {""start"": 385, ""end"": 389, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 560, ""end"": 564, ""surface"": ""Like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 765, ""end"": 769, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""ish"", ""hybrid_is_filler"": true}, {""start"": 859, ""end"": 863, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""think"", ""hybrid_is_filler"": true}, {""start"": 881, ""end"": 885, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 907, ""end"": 909, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""will"", ""hybrid_is_filler"": true}]"
157,38657315488,227517451374,157B_happy.TextGrid,textgrid,B,157B,happy,,orthographic,Um the other day um I went to go see my friend who uh I was starting to have feelings for um so I asked her out and she said that she had to think about it at first and I told her you know that's okay and then she said after a while yes and I said feel great and she said uh so what time should we meet up? tomorrow.,M,21,Y,Korean,NA,NA,B,OK,0,0,2,0,0,2,0,0,2,0,0,0,2,2,0,"[{""start"": 93, ""end"": 95, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""ask"", ""hybrid_is_filler"": true}, {""start"": 275, ""end"": 277, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""meet"", ""hybrid_is_filler"": true}]"
157,38657315488,227517451232,157A_neutral.TextGrid,textgrid,A,157A,neutral,,orthographic,So the other day I went to in and out and I ordered a burger and what the worker there told me was uh if I wanted onions and I said no and he asked if I wanted cheese and I said no as well and then he told me the amount total and then I said and I paid him after that.,M,21,Y,Korean,NA,NA,A,OK,0,1,1,0,0,1,0,1,1,0,1,0,2,1,1,"[{""start"": 0, ""end"": 2, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 184, ""end"": 188, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""say"", ""hybrid_is_filler"": false}]"
156,38657361555,227516844937,156C_annoyed.TextGrid,textgrid,C,156C,annoyed,,orthographic,"First Sam said that we had to go get firewood which was fine, but then I said well perhaps we could get wood chips or something smaller but no he said we had to go to home depot and we went and we couldn't find a portable fire pit but we did find logs and I said well perhaps we should get a hatchet and he said no that it would be fine with just lighter fluid and I said well perhaps that's not gonna work because you know lighter fluid with big logs doesn't seem like it'll work but never the less we got it",M,21,Y,NA,NA,NA,C,pos_min_clip,1,3,0,1,3,0,1,3,0,0,0,0,4,4,0,"[{""start"": 78, ""end"": 82, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}, {""start"": 263, ""end"": 267, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}, {""start"": 372, ""end"": 376, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 465, ""end"": 469, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""work"", ""hybrid_is_filler"": true}]"
156,38657361555,227516473683,156B_phonecall.TextGrid,textgrid,B,156B,phonecall,,orthographic,"Hello What's up I know, um, yeah so anyway this is for a test but don't really worry about that, um, we're just gonna have a regular conversation. So um uh oh yeah. Uh, about coming home on Saturday, I actually do need to talk to you about that, uh or coming home late S- or early Sunday morning or late Saturday night what do you think would be better Um, Adam originally wanted to come home late Saturday night. I thought that Sunday morning would be better because I will be doing stuff on Saturday evening, hanging out with uh fraternity brothers, and I haven't had a chance to like actually hang out with them in awhile, so uh I think we're gonna come home on Sunday morning. And what time like what time sh- should we be home by. Like when do you wanna start the thing. Or when does mom wanna start the thing at grandma's. okay okay. cool. um. I'll have to double check then that I can miss my meeting, I'm not sure. But I'll I'll ask. cause that would normally be on Sunday afternoons. huh. uh, yeah. Oh I got selected for the Vegas trip Yeah I'm gonna be doing that Um I got uh, I had to get special documentation, Kelly, that I'll be going on the trip so I can miss an oral exam in Spanish but. Turned out well. So. I'm just gonna take it early, and I'll go to Vegas. Are you gonna be there? Awesome. It'll be fun. huh huh. I'd love to. alright. Sounds fine. Well that's in two weeks. What? Hm huh. yeah We'll probably leave soon after our last loss though, or our first loss I g- one and only loss, and then we'll go back. Yeah, one and done in the pack twelve tournament. Anyway, I only needed a two minute sample, so I guess we'll talk soon. Alright, see you soon. W- bye.",M,21,Y,NA,NA,NA,B,pos_min_clip,3,2,6,3,1,5,3,2,6,0,1,1,11,9,2,"[{""start"": 33, ""end"": 35, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 147, ""end"": 149, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""ROOT"", ""head_lemma"": ""so"", ""hybrid_is_filler"": true}, {""start"": 582, ""end"": 586, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head_lemma"": ""hang"", ""hybrid_is_filler"": true}, {""start"": 626, ""end"": 628, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""cc"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 695, ""end"": 699, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 736, ""end"": 740, ""surface"": ""Like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""wanna"", ""hybrid_is_filler"": true}, {""start"": 1161, ""end"": 1163, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""miss"", ""hybrid_is_filler"": false}, {""start"": 1215, ""end"": 1219, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""turn"", ""hybrid_is_filler"": false}, {""start"": 1221, ""end"": 1223, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""ROOT"", ""head_lemma"": ""so"", ""hybrid_is_filler"": true}, {""start"": 1368, ""end"": 1372, ""surface"": ""Well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1626, ""end"": 1628, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""cc"", ""head_lemma"": ""need"", ""hybrid_is_filler"": true}]"
156,38657361555,227516825803,156B_happy.TextGrid,textgrid,B,156B,happy,,orthographic,"Huh well um Jason first talked to me about maybe going out to yellow stone over the last summer uh at in May of last year so almost a year ago and um it was really awesome, I'd been to yellow stone once before I was really looking forward to it we were gonna go with a few other brothers from our fraternity and uh we actually all piled into his van um and planning the trip was really fun you know he had a lot of ideas of what food we could make or what things we could do and I don't know it was a great time, yeah it was hot. it was a really good a really fun experience.",M,21,Y,NA,NA,NA,B,pos_min_clip,0,1,1,0,1,1,0,1,1,0,0,0,2,2,0,"[{""start"": 4, ""end"": 8, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""talk"", ""hybrid_is_filler"": true}, {""start"": 122, ""end"": 124, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""talk"", ""hybrid_is_filler"": true}]"
156,38657361555,227516490317,156A_neutral.TextGrid,textgrid,A,156A,neutral,,orthographic,"Um, my day was okay, I uh, I woke up at like eight thirty, nine ish um I had a quick breakfast, I didn't really didn't really have much to do but I did have to go to the phonetics lab to do a quick recording session, that was pretty cool, I'll tell you more about that later. Um anyway, and then later I went to the library, I got some studying done, uh and then after that I had a quick section for one of my ling classes and then I had class in the other one.",M,21,Y,NA,NA,NA,A,OK,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,"[{""start"": 40, ""end"": 44, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""at"", ""hybrid_is_filler"": true}]"
154,38657402489,227515818142,154C_annoyed.TextGrid,textgrid,C,154C,annoyed,,orthographic,"So what happened was last night we got into and argument, me and my roommate, because, you know how we have a system where each of us does one thing everyday so for example on Mondays I do the dishes and then on Tuesdays he does the dishes and then we rotate so on so on. but then yesterday was his turn to do the dishes but what he did instead is he left the pile of dishes bought from from cooking for his friends cause they came over and then he just left them all there. and then I confront him about it the next day but he denies that it's not his day.",M,21,N,NA,Korean,11,C,OK,0,0,4,0,0,3,0,0,4,0,0,1,4,3,1,"[{""start"": 0, ""end"": 2, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 158, ""end"": 160, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 259, ""end"": 261, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""rotate"", ""hybrid_is_filler"": true}, {""start"": 265, ""end"": 267, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""on"", ""hybrid_is_filler"": false}]"
154,38657402489,227515405386,154B_phonecall.TextGrid,textgrid,B,154B,phonecall,,orthographic,"hello hello yo- +yogurt Alex alright Alex so, we got to talk on the phone for two minutes we're gonna talk about anything, alright okay so, can you give me a topic, huh hello no you're not on speaker well, my Valentine's day was pretty relaxing it was good ha, ha uh, huh no we had a good time we had good food, good family time and yeah we just had a a moment to just you know relax from, take a break from school yeah, how about, how was your Valentine's, man? oh, okay so uh it seems like Isaac is denying any relations with, huh, the girl that he brought over yeah I wonder if he feels bad about it did you ever ask him about that? After he got back oh, I see hey, are you home right now? wow, you ditched us, bro huh huh wait what time did you finish? oh, man K I think we got like twenty seconds left yeah are you playing league right now? are you gonna play league? later oh hey, what's there to eat at home? did you eat? okay, okay well I'll see you later. I think we're done. Okay thanks bud",M,21,N,NA,Korean,11,B,OK,2,2,3,2,1,3,2,2,3,0,1,0,7,6,1,"[{""start"": 42, ""end"": 44, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}, {""start"": 136, ""end"": 138, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""give"", ""hybrid_is_filler"": true}, {""start"": 200, ""end"": 204, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 472, ""end"": 474, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""seem"", ""hybrid_is_filler"": true}, {""start"": 487, ""end"": 491, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""deny"", ""hybrid_is_filler"": true}, {""start"": 782, ""end"": 786, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}, {""start"": 940, ""end"": 944, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""see"", ""hybrid_is_filler"": true}]"
154,38657402489,227515560130,154B_happy.TextGrid,textgrid,B,154B,happy,,orthographic,"So y- my friends and I we made vacation plans and then she first said that we should go to Las Vegas and maybe get a hotel room together and then we can go to swimming pool chill at a spa, or you know, go to maybe a club. and then I said that sound like a good idea. but wouldn't that be too expensive? and we're just college students so it might become a little too costly. and but then he said well we can get a jobs and work part time to save up.",M,21,N,NA,Korean,11,B,OK,1,1,2,0,1,1,1,1,2,1,0,1,4,2,2,"[{""start"": 0, ""end"": 2, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""y-"", ""hybrid_is_filler"": true}, {""start"": 249, ""end"": 253, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""sound"", ""hybrid_is_filler"": false}, {""start"": 335, ""end"": 337, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""become"", ""hybrid_is_filler"": false}, {""start"": 396, ""end"": 400, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}]"
154,38657402489,227515516358,154A_neutral.TextGrid,textgrid,A,154A,neutral,,orthographic,So I went to chipotle the other day and well I got in line and I got I start off the burrito bowl. and they asked me for different options and I tried the combination of steak and chicken so I got that and then later they asked me what kind of beans I wanted so I got the pinto beans with um a little bit of the other kind the black beans. which is good for protein. right? And then let's see,M,21,N,NA,Korean,11,A,OK,0,1,3,0,1,2,0,1,3,0,0,1,4,3,1,"[{""start"": 0, ""end"": 2, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 40, ""end"": 44, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}, {""start"": 188, ""end"": 190, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""SCONJ"", ""dep"": ""advmod"", ""head_lemma"": ""get"", ""hybrid_is_filler"": false}, {""start"": 259, ""end"": 261, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}]"
150,38657358967,227514855817,150C_annoyed.TextGrid,textgrid,C,150C,annoyed,,orthographic,So I was helping my friend with her homework the other day but she wouldn't listen to what I had to say even though she was the one who asked me for help. that was really annoying because uh I had knew how to do a question and I knew how to make her understand the question but she didn't want to do it even though she didn't had no ide how to do it. I tried giving her a cues but all she said was that uh maybe but it was really annoying because I didn't think she understood what I was trying to say and at the same time she wanted help but didn't want to accept my help the way that I was giving it. so I was just kind of annoyed with that in the end um I decided I didn't want to help her anymore because it was it was just beyond the effort. that I wanted to put in.,M,21,Y,NA,NA,NA,C,pos_min_clip,0,0,2,0,0,2,0,0,2,0,0,0,2,2,0,"[{""start"": 0, ""end"": 2, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""help"", ""hybrid_is_filler"": true}, {""start"": 603, ""end"": 605, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
150,38657358967,227514826019,150B_phonecall.TextGrid,textgrid,B,150B,phonecall,,orthographic,"Hi Vivian um so I'm gonna talk to you about stuff for like two minutes um yeah a second, okay um uh so basically, I wanna check up on my niece, just because she's really cute uh yeah, um I, she got sick the other day yeah um, she b- sh- uh yep okay so um my neice was like she got sick and she still looks really cute in the photos, but she's sick so it's kind of sad yeah I think so um, my mom said that she's gonna make her um like chicken soup just cause it's a fam- +family it's like a family thing, tradition, kind of yeah um no she, she buys like chicken cutlets, and then she she does boil it in a giant pot but not the whole chicken, just the chicken cutlets and it's like really clean and white it's, it's not very greasy um its kind of very light. Cause if you put the whole chicken in it's pretty greasy, but it's yeah um yeah but she she looks really cute anyway, just cause she's she's she, I don't know she's sleeping and then just like yeah, sh- yeah yeah, my mom took photos of her and she was like oh Isabelle got sick, and I was on face book like, oh my God no it's so sad and then even now sometimes I'm like no that's so sad, and I was like okay this is kind of fun um well it is the first baby and the the my mom's first grandchild my f- me and my sister's first neice yeah so we're like super excited, I mean it's gonna be really sad for the next child because um it won't be as exciting, I mean we'll still be excited but just not as excited about Isabelle. She's just really cute. yeah. uh. yeah I don't know about being spoiled because um my mom is really down to earth but um I can kind of see it happening just because um I don't know I can see it, kind of see it happening because my mom doesn't act as nice all the time but she's really nice around the baby yeah I think that's enough for now, I'll I'll see you later. yeah thank you for like answering the phone alright see you in a bit bye",M,21,Y,NA,NA,NA,B,pos_min_clip,13,1,8,9,1,5,13,1,8,4,0,3,22,15,7,"[{""start"": 13, ""end"": 15, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 54, ""end"": 58, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""for"", ""hybrid_is_filler"": true}, {""start"": 100, ""end"": 102, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""basically"", ""hybrid_is_filler"": false}, {""start"": 249, ""end"": 251, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 268, ""end"": 272, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""mark"", ""head_lemma"": ""get"", ""hybrid_is_filler"": true}, {""start"": 348, ""end"": 350, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""mark"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 381, ""end"": 383, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""think"", ""hybrid_is_filler"": true}, {""start"": 429, ""end"": 433, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""ccomp"", ""head_lemma"": ""make"", ""hybrid_is_filler"": true}, {""start"": 483, ""end"": 487, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 548, ""end"": 552, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""buy"", ""hybrid_is_filler"": false}, {""start"": 676, ""end"": 680, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 946, ""end"": 950, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""punct"", ""head_lemma"": ""know"", ""hybrid_is_filler"": true}, {""start"": 1010, ""end"": 1014, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1060, ""end"": 1064, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1084, ""end"": 1086, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""sad"", ""hybrid_is_filler"": false}, {""start"": 1123, ""end"": 1127, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1138, ""end"": 1140, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""sad"", ""hybrid_is_filler"": false}, {""start"": 1156, ""end"": 1160, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1189, ""end"": 1193, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1295, ""end"": 1297, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1304, ""end"": 1308, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 1867, ""end"": 1871, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""thank"", ""hybrid_is_filler"": false}]"
150,38657358967,227514893506,150B_happy.TextGrid,textgrid,B,150B,happy,,orthographic,So I went to a interview for um one of the med schools that I was applying for and they were really happy because I had all the experience they were looking for of course it wasn't everything that they made out to be but I uh was able to answer all the questions really well they were able to give me a lot of good pointers on how to improve but they said they were really interested which was really good for me because I um I was really were nervous at interviews but for this interview I was really confident and relaxed and it turned out alright,M,21,Y,NA,NA,NA,B,pos_min_clip,0,1,1,0,1,1,0,1,1,0,0,0,2,2,0,"[{""start"": 0, ""end"": 2, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 270, ""end"": 274, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
150,38657358967,227514905507,150A_neutral.TextGrid,textgrid,A,150A,neutral,,orthographic,so we were doing a group project and uh my friend told me that I should probably um do it with the book but I didn't really want to so I told him that it actually helps data if I just um I don't know um use hedge fund instead but he told me the book was better but uh I disagreed so we just kept arguing for awhile and uh eventually we decided to that we didn't need the book after all but will the head phones so we just to to hold it together,M,21,Y,NA,NA,NA,A,OK,0,0,4,0,0,3,0,0,4,0,0,1,4,3,1,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 132, ""end"": 134, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""tell"", ""hybrid_is_filler"": true}, {""start"": 280, ""end"": 282, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""keep"", ""hybrid_is_filler"": true}, {""start"": 411, ""end"": 413, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""SCONJ"", ""dep"": ""advmod"", ""head_lemma"": ""to"", ""hybrid_is_filler"": false}]"
148,38657375743,227514773822,148C_annoyed.TextGrid,textgrid,C,148C,annoyed,,orthographic,"So the other day I was having a conversation with my roommate because it turns out that I wanna live in an apartment because gonna be so much cheaper than living in the dorms I won't have to take out loans, I won't have to do any of that but even then my my uh roommate insisted that I was wrong that I was in I was betraying him somehow which made absolutely no sense that I shouldn't be bettering myself which is really what I'm doing like am I not am I supposed to take out more loans? It m- it makes absolutely no sense",M,18,N,NA,Spanish,5,C,OK,1,0,2,1,0,1,1,0,2,0,0,1,3,2,1,"[{""start"": 0, ""end"": 2, ""surface"": ""So"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 134, ""end"": 136, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""much"", ""hybrid_is_filler"": false}, {""start"": 437, ""end"": 441, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}]"
